word,profane,offensive,sexual,mean
jvclit                  ,  0,  0, -2,  0
jvcrap                  , -1,  0,  0,  0
kassak                  , -1,  0,  0,  0
kavass                  , -1,  0,  0,  0
kepped                  ,  0,  0, -1,  0
keppen                  ,  0,  0, -1,  0
khella                  , -1,  0,  0,  0
kipped                  ,  0,  0, -1,  0
kippen                  ,  0,  0, -1,  0
kipper                  ,  0,  0, -1,  0
kippur                  ,  0,  0, -1,  0
klippe                  ,  0,  0, -1,  0
labial                  ,  0,  0, -2,  0
labian                  ,  0,  0, -2,  0
lanala                  , -1,  0, -1,  0
lanali                  , -1,  0, -1,  0
lanall                  , -1,  0, -1,  0
lanalt                  , -1,  0, -1,  0
lanusa                  , -1,  0,  0,  0
lanusb                  , -1,  0,  0,  0
lanusc                  , -1,  0,  0,  0
lanusd                  , -1,  0,  0,  0
lanuse                  , -1,  0,  0,  0
lanusr                  , -1,  0,  0,  0
latite                  ,  0,  0, -2,  0
libbra                  ,  0,  0, -1,  0
lipped                  ,  0,  0, -1,  0
lippen                  ,  0,  0, -1,  0
lipper                  ,  0,  0, -1,  0
llclit                  ,  0,  0, -2,  0
llcrap                  , -1,  0,  0,  0
loclit                  ,  0,  0, -2,  0
locrap                  , -1,  0,  0,  0
losera                  ,  0,  0,  0, -1
loserp                  ,  0,  0,  0, -1
lucuma                  ,  0,  0, -2,  0
lucumo                  ,  0,  0, -2,  0
maclit                  ,  0,  0, -2,  0
macrap                  , -1,  0,  0,  0
madego                  ,  0, -2,  0,  0
medick                  , -1,  0, -1,  0
megass                  , -1,  0,  0,  0
miclit                  ,  0,  0, -2,  0
micrap                  , -1,  0,  0,  0
mishit                  , -1,  0,  0,  0
mocock                  , -1,  0, -1,  0
modego                  ,  0, -2,  0,  0
morass                  , -1,  0,  0,  0
morone                  ,  0,  0,  0, -1
morong                  ,  0,  0,  0, -1
mphate                  ,  0,  0,  0, -1
muffed                  ,  0,  0, -2,  0
muffer                  ,  0,  0, -2,  0
muffet                  ,  0,  0, -2,  0
muffin                  ,  0,  0, -2,  0
muffle                  ,  0,  0, -2,  0
nazify                  ,  0, -1,  0,  0
nazism                  ,  0, -1,  0,  0
nbclit                  ,  0,  0, -2,  0
nbcrap                  , -1,  0,  0,  0
neclit                  ,  0,  0, -2,  0
necrap                  , -1,  0,  0,  0
nidiot                  ,  0,  0,  0, -1
nigger                  ,  2,  3,  0,  0
nigguh                  ,  1,  2,  0,  0
nincum                  ,  0,  0, -2,  0
nipped                  ,  0,  0, -1,  0
nipper                  ,  0,  0, -1,  0
nippon                  ,  0,  0, -1,  0
nodego                  ,  0, -2,  0,  0
nyclit                  ,  0,  0, -2,  0
nycrap                  , -1,  0,  0,  0
orgasm                  ,  0,  0,  1,  0
paclit                  ,  0,  0, -2,  0
pacrap                  , -1,  0,  0,  0
panala                  , -1,  0, -1,  0
panali                  , -1,  0, -1,  0
panall                  , -1,  0, -1,  0
panalt                  , -1,  0, -1,  0
peepee                  ,  1,  0,  1,  0
penisa                  , -2,  0, -2,  0
peniso                  , -2,  0, -2,  0
penisp                  , -2,  0, -2,  0
pentit                  ,  0,  0, -2,  0
penusa                  , -2,  0, -2,  0
penusb                  , -2,  0, -2,  0
penusc                  , -2,  0, -2,  0
penusd                  , -2,  0, -2,  0
penuse                  , -2,  0, -2,  0
penusr                  , -2,  0, -2,  0
pepped                  ,  0,  0, -1,  0
pepper                  ,  0,  0, -1,  0
phippe                  ,  0,  0, -1,  0
phoebe                  ,  0, -1, -1,  0
piclit                  ,  0,  0, -2,  0
picrap                  , -1,  0,  0,  0
pipped                  ,  0,  0, -1,  0
pippen                  ,  0,  0, -1,  0
pipper                  ,  0,  0, -1,  0
pissed                  , -1,  0,  0,  0
plclit                  ,  0,  0, -2,  0
plcrap                  , -1,  0,  0,  0
pmclit                  ,  0,  0, -2,  0
pmcrap                  , -1,  0,  0,  0
pornam                  ,  0,  0, -2,  0
pornat                  ,  0,  0, -2,  0
pornav                  ,  0,  0, -2,  0
pornba                  ,  0,  0, -2,  0
pornbc                  ,  0,  0, -2,  0
pornec                  ,  0,  0, -2,  0
porneo                  ,  0,  0, -2,  0
pornet                  ,  0,  0, -2,  0
pornew                  ,  0,  0, -2,  0
pornfl                  ,  0,  0, -2,  0
pornhl                  ,  0,  0, -2,  0
pornhs                  ,  0,  0, -2,  0
pornil                  ,  0,  0, -2,  0
pornon                  ,  0,  0, -2,  0
pornor                  ,  0,  0, -2,  0
pornos                  ,  0,  0, -2,  0
pornot                  ,  0,  0, -2,  0
pornov                  ,  0,  0, -2,  0
pornow                  ,  0,  0, -2,  0
pornsw                  ,  0,  0, -2,  0
pornut                  ,  0,  0, -2,  0
pornyc                  ,  0,  0, -2,  0
ppclit                  ,  0,  0, -3,  0
ppcrap                  , -1,  0, -1,  0
pricky                  , -2,  0,  0,  0
pubear                  ,  0,  0, -2,  0
pubeat                  ,  0,  0, -2,  0
pubeau                  ,  0,  0, -2,  0
pubeco                  ,  0,  0, -2,  0
pubeds                  ,  0,  0, -2,  0
pubedt                  ,  0,  0, -2,  0
pubegg                  ,  0,  0, -2,  0
pubenb                  ,  0,  0, -2,  0
pubend                  ,  0,  0, -2,  0
pubeng                  ,  0,  0, -2,  0
pubent                  ,  0,  0, -2,  0
pubeos                  ,  0,  0, -2,  0
pubepa                  ,  0,  0, -2,  0
pubera                  ,  0,  0, -2,  0
puberp                  ,  0,  0, -2,  0
pubest                  ,  0,  0, -2,  0
pubetc                  ,  0,  0, -2,  0
pubeur                  ,  0,  0, -2,  0
pubeva                  ,  0,  0, -2,  0
pubeve                  ,  0,  0, -2,  0
pubexp                  ,  0,  0, -2,  0
pubext                  ,  0,  0, -2,  0
pubeye                  ,  0,  0, -2,  0
puppet                  ,  0,  0, -1,  0
pvclit                  ,  0,  0, -2,  0
pvcrap                  , -1,  0,  0,  0
queera                  ,  0, -2,  0,  0
queerp                  ,  0, -2,  0,  0
queery                  ,  0, -2,  0,  0
quippe                  ,  0,  0, -1,  0
quippu                  ,  0,  0, -1,  0
quippy                  ,  0,  0, -1,  0
racoon                  ,  0, -3,  0,  0
ranusa                  , -1,  0,  0,  0
ranusb                  , -1,  0,  0,  0
ranusc                  , -1,  0,  0,  0
ranusd                  , -1,  0,  0,  0
ranuse                  , -1,  0,  0,  0
ranusr                  , -1,  0,  0,  0
rapear                  ,  0,  0, -1,  0
rapeat                  ,  0,  0, -1,  0
rapeau                  ,  0,  0, -1,  0
rapeco                  ,  0,  0, -1,  0
rapegg                  ,  0,  0, -1,  0
rapely                  ,  0,  0, -1,  0
rapenb                  ,  0,  0, -1,  0
rapend                  ,  0,  0, -1,  0
rapeng                  ,  0,  0, -1,  0
rapent                  ,  0,  0, -1,  0
rapeos                  ,  0,  0, -1,  0
rapepa                  ,  0,  0, -1,  0
rapest                  ,  0,  0, -1,  0
rapetc                  ,  0,  0, -1,  0
rapeur                  ,  0,  0, -1,  0
rapeva                  ,  0,  0, -1,  0
rapeve                  ,  0,  0, -1,  0
rapexp                  ,  0,  0, -1,  0
rapext                  ,  0,  0, -1,  0
rapeye                  ,  0,  0, -1,  0
rassle                  , -1,  0,  0,  0
ratite                  ,  0,  0, -2,  0
reclit                  ,  0,  0, -2,  0
recock                  , -1,  0, -1,  0
recrap                  , -1,  0,  0,  0
rectum                  ,  0,  0,  1,  0
recumb                  ,  0,  0, -2,  0
refrig                  , -1,  0, -1,  0
rejerk                  , -1,  0,  0,  0
renigs                  , -1, -2,  0,  0
retard                  ,  0,  1,  0,  1
retart                  ,  0,  1,  0,  1
rfclit                  ,  0,  0, -2,  0
rfcrap                  , -1,  0,  0,  0
rimjob                  ,  0,  0,  2,  0
ripped                  ,  0,  0, -1,  0
ripper                  ,  0,  0, -1,  0
rippet                  ,  0,  0, -1,  0
rippon                  ,  0,  0, -1,  0
rnazip                  ,  0, -1,  0,  0
sanala                  , -1,  0, -1,  0
sanali                  , -1,  0, -1,  0
sanall                  , -1,  0, -1,  0
sanalt                  , -1,  0, -1,  0
sanusa                  , -1,  0,  0,  0
sanusb                  , -1,  0,  0,  0
sanusc                  , -1,  0,  0,  0
sanusd                  , -1,  0,  0,  0
sanuse                  , -1,  0,  0,  0
sanusr                  , -1,  0,  0,  0
sarape                  ,  0,  0, -1,  0
sarsen                  , -1,  0,  0,  0
scummy                  ,  0,  0, -3, -1
seclit                  ,  0,  0, -2,  0
secrap                  , -1,  0,  0,  0
sement                  ,  0,  0, -2,  0
serape                  ,  0,  0, -1,  0
sheshe                  ,  0,  0, -1,  0
shrape                  ,  0,  0, -1,  0
siclit                  ,  0,  0, -2,  0
sicrap                  , -1,  0,  0,  0
sipped                  ,  0,  0, -1,  0
sipper                  ,  0,  0, -1,  0
sippet                  ,  0,  0, -1,  0
skeipp                  ,  0,  0, -1,  0
skeppe                  ,  0,  0, -1,  0
slutch                  ,  0, -1, -1,  0
smugly                  ,  0,  0,  0, -1
snaked                  ,  0,  0, -1,  0
snugly                  ,  0,  0,  0, -1
soclit                  ,  0,  0, -2,  0
socrap                  , -1,  0,  0,  0
sodomy                  ,  0,  0,  2,  0
spunky                  ,  0,  0, -2,  0
srclit                  ,  0,  0, -2,  0
srcrap                  , -1,  0,  0,  0
steppe                  ,  0,  0, -1,  0
stitch                  ,  0,  0, -2,  0
stupid                  ,  0,  0,  0,  1
sturdy                  , -1,  0,  0,  0
suckit                  ,  0,  0,  1,  1
suckmy                  ,  0,  0,  2,  0
sussex                  ,  0,  0, -1,  0
sycock                  , -1,  0, -1,  0
talcum                  ,  0,  0, -2,  0
tanala                  , -1,  0, -1,  0
tanali                  , -1,  0, -1,  0
tanall                  , -1,  0, -1,  0
tanalt                  , -1,  0, -1,  0
tanusa                  , -1,  0,  0,  0
tanusb                  , -1,  0,  0,  0
tanusc                  , -1,  0,  0,  0
tanusd                  , -1,  0,  0,  0
tanuse                  , -1,  0,  0,  0
tanusr                  , -1,  0,  0,  0
tautit                  ,  0,  0, -2,  0
teanal                  , -1,  0, -1,  0
terass                  , -1,  0,  0,  0
theshe                  ,  0,  0, -1,  0
thorny                  ,  0,  0, -2,  0
tipped                  ,  0,  0, -1,  0
tippee                  ,  0,  0, -1,  0
tipper                  ,  0,  0, -1,  0
tippet                  ,  0,  0, -1,  0
titbit                  ,  0,  0, -2,  0
titfer                  ,  0,  0, -2,  0
tithal                  ,  0,  0, -2,  0
titmal                  ,  0,  0, -2,  0
titman                  ,  0,  0, -2,  0
titmen                  ,  0,  0, -2,  0
titoki                  ,  0,  0, -2,  0
titter                  ,  0,  0, -2,  0
tittle                  ,  0,  0, -2,  0
tittup                  ,  0,  0, -2,  0
titule                  ,  0,  0, -2,  0
tituli                  ,  0,  0, -2,  0
tohell                  ,  1,  1,  0,  0
tomtit                  ,  0,  0, -2,  0
tosser                  ,  1,  0,  0,  0
trapes                  ,  0,  0, -1,  0
turdus                  , -1,  0,  0,  0
tycoon                  ,  0, -3,  0,  0
unazip                  ,  0, -1,  0,  0
uncock                  , -1,  0, -1,  0
undamn                  , -1,  0,  0,  0
unhate                  ,  0,  0,  0, -1
unicum                  ,  0,  0, -2,  0
unigsm                  , -1, -2,  0,  0
unigst                  , -1, -2,  0,  0
unisex                  ,  0,  0, -1,  0
unugly                  ,  0,  0,  0, -1
upclit                  ,  0,  0, -2,  0
upcock                  , -1,  0, -1,  0
upcrap                  , -1,  0,  0,  0
upjerk                  , -1,  0,  0,  0
uppent                  ,  0,  0, -1,  0
uppour                  ,  0,  0, -1,  0
uppuff                  ,  0,  0, -1,  0
uppull                  ,  0,  0, -1,  0
uppush                  ,  0,  0, -1,  0
uranus                  , -1,  0,  0,  0
urtite                  ,  0,  0, -2,  0
urucum                  ,  0,  0, -2,  0
usclit                  ,  0,  0, -2,  0
usemen                  ,  0,  0, -2,  0
utclit                  ,  0,  0, -2,  0
utcrap                  , -1,  0,  0,  0
vagina                  ,  0,  0,  2,  0
vakass                  , -1,  0,  0,  0
vanala                  , -1,  0, -1,  0
vanali                  , -1,  0, -1,  0
vanall                  , -1,  0, -1,  0
vanalt                  , -1,  0, -1,  0
vanusa                  , -1,  0,  0,  0
vanusb                  , -1,  0,  0,  0
vanusc                  , -1,  0,  0,  0
vanusd                  , -1,  0,  0,  0
vanuse                  , -1,  0,  0,  0
vanusr                  , -1,  0,  0,  0
varsea                  , -1,  0,  0,  0
varsec                  , -1,  0,  0,  0
varsee                  , -1,  0,  0,  0
varsen                  , -1,  0,  0,  0
varseo                  , -1,  0,  0,  0
varsep                  , -1,  0,  0,  0
varseq                  , -1,  0,  0,  0
varser                  , -1,  0,  0,  0
varset                  , -1,  0,  0,  0
vassal                  , -1,  0,  0,  0
vassar                  , -1,  0,  0,  0
vassos                  , -1,  0,  0,  0
vcrapi                  , -1,  0,  0,  0
vcrapp                  , -1,  0,  0,  0
vcrapr                  , -1,  0,  0,  0
